#,City_name,Source url,Hotel Name,Location ,City,State,Zip,Phone,Rate,% of guests recommend,Stars out of 5,Count of reviews,Count of reviews__1,Number of starts out of 5,% of guests recommend__1,Room cleanliness,Service & Staff,Room comfort,Hotel condition
387,Boston,https://www.expedia.co.uk/Boston-Hotels-Grand-Studio-In-Downtown-Crossing-By-Sonder.h20550421.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Grand Studio in Downtown Crossing by Sonder,Washington Street Essex St.,Boston,MA,02111,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
388,Boston,https://www.expedia.co.uk/Boston-Hotels-Playful-3BR-In-Brighton-By-Sonder.h20549839.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Playful 3BR in Brighton by Sonder,South Street Commonwealth Ave,Boston,MA,02135,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
389,Boston,https://www.expedia.co.uk/Boston-Hotels-Industrial-1BR-In-Downtown-Crossing-By-Sonder.h17762100.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Industrial 1BR in Downtown Crossing by Sonder,Washington Street and Essex st,Boston,MA,02111,020 3564 5165,4.0,NA,4.0,1,1,4.0,NA,5.0,4.0,4.0,4.0
390,Boston,https://www.expedia.co.uk/Boston-Hotels-Serene-1BR-In-Fenway-By-Sonder.h18448357.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Serene 1BR in Fenway by Sonder,Boylston St Jersey St.,Boston,MA,02215,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
391,Boston,https://www.expedia.co.uk/Boston-Hotels-Open-Concept-2BR-In-Downtown-Crossing-By-Sonder.h21964113.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Open Concept 2BR in Downtown Crossing by Sonder,Boylston Street Tamworth St.,Boston,MA,02116,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
392,Boston,https://www.expedia.co.uk/Boston-Hotels-Lively-1BR-In-Fenway-By-Sonder.h17762156.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Lively 1BR in Fenway by Sonder,Beacon Street and Park dr,Boston,MA,02215,020 3564 5165,4.0,NA,5.0,2,2,5.0,NA,5.0,4.5,5.0,4.5
393,Boston,https://www.expedia.co.uk/Boston-Hotels-Airy-1BR-In-Theater-District-By-Sonder.h17762143.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Airy 1BR in Theater District by Sonder,Warrenton Street and Stuart St,Boston,MA,02116,020 3564 5165,3.5,NA,2.0,1,1,2.0,NA,1.0,3.0,2.0,2.0
394,Boston,https://www.expedia.co.uk/Boston-Hotels-Back-Bay-Suites.h7726592.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Back Bay Suites,Hereford St.,Boston,MA,NA,020 3564 5165,2.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
395,Boston,https://www.expedia.co.uk/Boston-Hotels-Clear-Way.h22628472.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Clear way,Clearway Street,Boston,MA,02115,020 3564 5165,3.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
396,Boston,https://www.expedia.co.uk/Boston-Hotels-The-College-Club-Of-Boston.h1145268.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,The College Club of Boston,Commonwealth Avenue,Boston,MA,NA,020 3564 5165,2.5,91%,4.3,800,800,4.3,91%,4.5449986,4.1974993,4.22375,4.25625
397,Boston,https://www.expedia.co.uk/Sudbury-Hotels-The-Inn-On-The-Horse-Farm.h1170159.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,The Inn on the Horse Farm,Old Sudbury Road,Sudbury,MA,NA,020 3564 5165,3.0,81%,4.3,106,106,4.3,81%,4.3396235,4.339623,4.2924533,4.1037736
398,Boston,https://www.expedia.co.uk/Boston-Hotels-Central-Studio-In-Downtown-Crossing-By-Sonder.h17761422.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Central Studio in Downtown Crossing by Sonder,Arch Street and Summer st,Boston,MA,02110,020 3564 5165,3.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
399,Boston,https://www.expedia.co.uk/Boston-Hotels-Lovely-2BR-In-South-End-By-Sonder.h19169504.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Lovely 2BR in South End by Sonder,Columbus Ave Rutland Square,Boston,MA,02118,020 3564 5165,4.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
400,Boston,https://www.expedia.co.uk/Boston-Hotels-Lovely-Studio-In-Downtown-Crossing.h20374584.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Lovely Studio in Downtown Crossing,Washington Street 502,Boston,MA,NA,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
401,Boston,https://www.expedia.co.uk/Boston-Hotels-Modern-2BR-In-Brighton-By-Sonder.h19412423.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Modern 2BR in Brighton by Sonder,Commonwealth Ave Chestnut Hill Avenue,Boston,MA,02135,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
402,Boston,https://www.expedia.co.uk/West-End-Hotels-Charles-River-Executive-Suites.h16429669.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Charles River Executive Suites,Blossom Street,Boston,MA,NA,020 3564 5165,4.0,NA,4.0,1,1,4.0,NA,4.0,5.0,5.0,5.0
403,Boston,https://www.expedia.co.uk/Boston-Hotels-Vintage-2BR-In-Lower-Roxbury-By-Sonder.h17761457.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Vintage 2BR in Lower Roxbury by Sonder,Tremont Street and St Cyprians Pl,Boston,MA,02120,020 3564 5165,3.5,NA,5.0,1,1,5.0,NA,4.0,4.0,5.0,5.0
404,Boston,https://www.expedia.co.uk/Boston-Hotels-Bright-2BR-In-Downtown-Crossing-By-Sonder.h17761678.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Bright 2BR in Downtown Crossing by Sonder,Milk Street and Batterymarch st,Boston,MA,02109,020 3564 5165,3.5,NA,5.0,1,1,5.0,NA,5.0,5.0,5.0,5.0
405,Boston,https://www.expedia.co.uk/Boston-Hotels-Central-2BR-In-South-End-By-Sonder.h17762086.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Central 2BR in South End by Sonder,Tremont Street and Milford Street,Boston,MA,02116,020 3564 5165,4.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
406,Boston,https://www.expedia.co.uk/Boston-Hotels-Bright-1BR-In-Back-Bay-By-Sonder.h19543971.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Bright 1BR in Back Bay by Sonder,St Botolph St & Massachusetts Ave. Apt 10,Boston,MA,02115,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
407,Boston,https://www.expedia.co.uk/Boston-Hotels-Central-1BR-In-Theater-District-By-Sonder.h19663729.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Central 1BR in Theater District by Sonder,Boylston St Apt 9,Boston,MA,NA,020 3564 5165,3.5,NA,2.0,1,1,2.0,NA,5.0,1.0,5.0,5.0
408,Boston,https://www.expedia.co.uk/Boston-Hotels-Serene-1BR-In-South-End-By-Sonder.h22271771.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Serene 1BR in South End by Sonder,NA,Boston,MA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
409,Boston,https://www.expedia.co.uk/Boston-Hotels-Hip-2BR-In-South-End-By-Sonder.h20113365.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Hip 2BR in South End by Sonder,East Springfield Street Washington St,Boston,MA,02118,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
410,Boston,https://www.expedia.co.uk/Boston-Hotels-Bright-2BR-In-Allston-By-Sonder.h17761803.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Bright 2BR in Allston by Sonder,Western Avenue and N Harvard,Boston,MA,02134,020 3564 5165,3.5,NA,5.0,2,2,5.0,NA,5.0,5.0,5.0,5.0
411,Boston,https://www.expedia.co.uk/Boston-Hotels-Chic-2BR-In-Seaport-By-Sonder.h18723112.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Chic 2BR in Seaport by Sonder,D Street W 1st St.,Boston,MA,2127,020 3564 5165,3.5,NA,3.0,2,2,3.0,NA,5.0,3.0,5.0,3.0
412,Boston,https://www.expedia.co.uk/Boston-Hotels-Oakwood-Boston.h328323.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Oakwood Boston,One India Street,Boston,MA,02109,020 3564 5165,4.0,77%,4.7,30,30,4.7,77%,4.4333334,4.5333333,4.6666665,4.5666666
413,Boston,https://www.expedia.co.uk/Boston-Hotels-Chic-2BR-In-The-Financial-District-By-Sonder.h17761661.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Chic 2BR in the Financial District by Sonder,Milk Street and Batterymarch st,Boston,MA,02109,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
414,Boston,https://www.expedia.co.uk/Brookline-Hotels-Classic-2BR-In-Brookline-By-Sonder.h21659895.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Classic 2BR in Brookline by Sonder,Freeman Street at St. Paul St,Brookline,MA,02446,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
415,Boston,https://www.expedia.co.uk/Boston-Hotels-Intimate-1BR-In-Downtown-Crossing-By-Sonder.h21647452.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Intimate 1BR in Downtown Crossing by Sonder,Boylston Street at Tamworth Street,Boston,MA,02116,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
416,Boston,https://www.expedia.co.uk/Boston-Hotels-Open-Concept-2BR-In-Seaport-By-Sonder.h21297683.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Open Concept 2BR in Seaport by Sonder,NA,Boston,MA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,Boston,https://www.expedia.co.uk/Boston-Hotels-Lovely-2BR-In-Lower-Roxbury-By-Sonder.h17761456.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Lovely 2BR in Lower Roxbury by Sonder,Tremont Street and St Cyprians Pl,Boston,MA,02120,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
418,Boston,https://www.expedia.co.uk/Cambridge-Hotels-Contemporary-2BR-In-Cambridge-By-Sonder.h17762018.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Contemporary 2BR in Cambridge by Sonder,Western Avenue and Putnam Ave,Cambridge,MA,02139,020 3564 5165,3.5,NA,4.0,1,1,4.0,NA,5.0,4.0,5.0,5.0
419,Boston,https://www.expedia.co.uk/Cambridge-Hotels-Hip-5BR-In-Cambridge-By-Sonder.h17762121.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Hip 5BR in Cambridge by Sonder,Story Street and Brattle st,Cambridge,MA,02138,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
420,Boston,https://www.expedia.co.uk/Boston-Hotels-Grand-2BR-In-Downtown-Crossing-By-Sonder.h21313934.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Grand 2BR in Downtown Crossing by Sonder,Washington Street Essex St.,Boston,MA,2111,020 3564 5165,4.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
421,Boston,https://www.expedia.co.uk/Boston-Hotels-Sleek-2BR-In-Downtown-Crossing-By-Sonder.h21314105.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Sleek 2BR in Downtown Crossing by Sonder,Washington Street Essex St.,Boston,MA,2111,020 3564 5165,4.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
422,Boston,https://www.expedia.co.uk/Brookline-Hotels-One-Bedroom-Apartment-In-Brookline-By-Namastay.h22184447.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,One Bedroom Apartment in Brookline,Beacon St #105,Brookline,MA,NA,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
423,Boston,https://www.expedia.co.uk/Boston-Hotels-Classic-3BR-In-Allston-By-Sonder.h17761391.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Classic 3BR in Allston by Sonder,Brainerd Road and Harvard St,Boston,MA,02134,020 3564 5165,3.5,NA,3.0,1,1,3.0,NA,4.0,3.0,3.0,3.0
424,Boston,https://www.expedia.co.uk/Boston-Hotels-Global-Luxury-Suites-At-The-Theatre-District.h13237656.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Global Luxury Suites at The Theatre District,Kneeland St.,Boston,MA,NA,020 3564 5165,3.5,75%,3.9,8,8,3.9,75%,4.5,4.25,4.125,4.375
425,Boston,https://www.expedia.co.uk/Boston-Hotels-Expansive-1BR-In-Downtown-Crossing.h20374566.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Expansive 1BR in Downtown Crossing,Washington Street 207,Boston,MA,NA,020 3564 5165,4.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
426,Boston,https://www.expedia.co.uk/Boston-Hotels-Lively-1BR-In-Downtown-Crossing.h20374581.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Lively 1BR in Downtown Crossing,Washington Street 307,Boston,MA,NA,020 3564 5165,4.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
427,Boston,https://www.expedia.co.uk/Boston-Hotels-Chic-1BR-In-Brighton-By-Sonder.h20112679.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Chic 1BR in Brighton by Sonder,Chestnut Hill Avenue Commonwealth Avenue,Boston,MA,02135,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
428,Boston,https://www.expedia.co.uk/Brookline-Hotels-Hip-3BR-In-Brookline-By-Sonder.h17761710.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Hip 3BR in Brookline by Sonder,Freeman Street and St. Paul Street,Brookline,MA,02446,020 3564 5165,3.5,NA,4.0,1,1,4.0,NA,5.0,4.0,5.0,5.0
429,Boston,https://www.expedia.co.uk/Boston-Hotels-Distinctive-2BR-In-Financial-District-By-Sonder.h21769343.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Distinctive 2BR in Financial District by Sonder,NA,Boston,MA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
430,Boston,https://www.expedia.co.uk/Boston-Hotels-Sunny-1BR-In-South-End-By-Sonder.h17761741.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&,Sunny 1BR in South End by Sonder,Washington Street and Newcomb St,Boston,MA,02118,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
431,Boston,https://www.expedia.co.uk/Boston-Hotels-Taj-Boston.h395.Hotel-Information?chkin=22%2F2%2F2018&chkout=23%2F2%2F2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&&exp_dp=139.17&exp_ts=1519290107594&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR&candidateHmGuid=1efa1de8-1e7b-4d8d-9367-8a9cc1e80185&beaconIssued=2018-02-22T09:04:12,Taj Boston,Arlington St,Boston,MA,NA,020 3564 5165,4.5,90%,4.4,"2,018",2018,4.4,90%,4.620913,4.5589695,4.4809217,4.2966123
432,Boston,https://www.expedia.co.uk/Boston-Hotels-Battery-Wharf-Hotel.h2311712.Hotel-Information?chkin=22%2F2%2F2018&chkout=23%2F2%2F2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290108845&vip=false&c=b193284b-cc16-4d0e-8c22-a3a7ab01e14e&&exp_dp=155.49&exp_ts=1519290107595&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR&candidateHmGuid=1efa1de8-1e7b-4d8d-9367-8a9cc1e80185&beaconIssued=2018-02-22T09:04:12,"Battery Wharf Hotel, Boston Waterfront",Battery Wharf,Boston,MA,NA,020 3564 5165,4.5,90%,4.5,"1,193",1193,4.5,90%,4.687341,4.5129933,4.61274,4.6211243
433,Boston,https://www.expedia.co.uk/Boston-Hotels-The-Godfrey-Hotel-Boston.h10118614.Hotel-Information?chkin=22%2F2%2F2018&chkout=23%2F2%2F2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290117508&vip=false&c=7834f53a-0d3e-4642-964a-864af0a4af50&&exp_dp=188.42&exp_ts=1519290116146&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR&candidateHmGuid=6a0e7110-f84d-4783-9a2b-56c5132b20be&beaconIssued=2018-02-22T09:01:53,The Godfrey Hotel Boston,Washington Street,Boston,MA,NA,020 3564 5165,4.0,90%,4.6,"1,113",1113,4.6,90%,4.8203063,4.645555,4.583108,4.711142
434,Boston,https://www.expedia.co.uk/Brookline-Hotels-Airy-1BR-In-Brookline-By-Sonder.h17761562.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290117508&vip=false&c=7834f53a-0d3e-4642-964a-864af0a4af50&,Airy 1BR in Brookline by Sonder,Beacon Street and Summit Avenue,Brookline,MA,02446,020 3564 5165,3.5,NA,2.5,2,2,2.5,NA,4.0,3.5,3.5,3.5
435,Boston,https://www.expedia.co.uk/Wellesley-Hotels-Wellesley-Bed-And-Breakfast.h2186995.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178239&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519290117508&vip=false&c=7834f53a-0d3e-4642-964a-864af0a4af50&,Wellesley Bed and Breakfast,Eaton Court,Wellesley,MA,NA,020 3564 5165,2.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
